Type noeud	Nom noeud	Type pere	Nom pere
_	668 - Autres charges financières	_	66 - CHARGES FINANCIÈRES
_	67 - CHARGES EXCEPTIONNELLES	_	6 - COMPTES DE CHARGES
_	671 - Charges exceptionnelles sur opérations de gestion	_	67 - CHARGES EXCEPTIONNELLES
_	6711 - Intérêts moratoires et pénalités sur marchés	_	671 - Charges exceptionnelles sur opérations de gestion
_	6712 - Amendes fiscales et pénales	_	671 - Charges exceptionnelles sur opérations de gestion
_	6713 - Secours et dots	_	671 - Charges exceptionnelles sur opérations de gestion
_	6714 - Bourses et prix	_	671 - Charges exceptionnelles sur opérations de gestion
_	6718 - Autres charges exceptionnelles sur opérations de gestion	_	671 - Charges exceptionnelles sur opérations de gestion
_	673 - Titres annulés (sur exercices antérieurs)	_	67 - CHARGES EXCEPTIONNELLES
_	674 - Subventions de fonctionnement exceptionnelles	_	67 - CHARGES EXCEPTIONNELLES
_	6743 - Subventions de fonctionnement (versées par les groupements)	_	674 - Subventions de fonctionnement exceptionnelles
_	6744 - Subventions aux S.P.I.C. (autres que les services de transport, d'eau et d'assainissement)	_	674 - Subventions de fonctionnement exceptionnelles
_	67441 - aux budgets annexes et aux régies dotées de la seule autonomie financière	_	6744 - Subventions aux S.P.I.C. (autres que les services de transport, d'eau et d'assainissement)
_	67442 - aux régies dotées de la personnalité morale	_	6744 - Subventions aux S.P.I.C. (autres que les services de transport, d'eau et d'assainissement)
_	67443 - aux fermiers et aux concessionnaires	_	6744 - Subventions aux S.P.I.C. (autres que les services de transport, d'eau et d'assainissement)
_	67444 - aux syndicats exploitant un SPIC	_	6744 - Subventions aux S.P.I.C. (autres que les services de transport, d'eau et d'assainissement)
_	6745 - Subventions aux personnes de droit privé	_	674 - Subventions de fonctionnement exceptionnelles
_	6746 - Bonifications d'intérêts	_	674 - Subventions de fonctionnement exceptionnelles
_	6748 - Autres subventions exceptionnelles	_	674 - Subventions de fonctionnement exceptionnelles
_	675 - Valeurs comptables des immobilisations cédées	_	67 - CHARGES EXCEPTIONNELLES
_	676 - Différences sur réalisations (positives) transférées en investissement	_	67 - CHARGES EXCEPTIONNELLES
_	678 - Autres charges exceptionnelles	_	67 - CHARGES EXCEPTIONNELLES
_	68 - DOTATIONS AUX AMORTISSEMENTS ET PROVISIONS	_	6 - COMPTES DE CHARGES
_	681 - Dotations aux amortissements et aux provisions - Charges de fonctionnement courant	_	68 - DOTATIONS AUX AMORTISSEMENTS ET PROVISIONS
_	6811 - Dotations aux amortissements des immobilisations incorporelles et corporelles	_	681 - Dotations aux amortissements et aux provisions - Charges de fonctionnement courant
_	6812 - Dotations aux amortissements des charges de fonctionnement à répartir	_	681 - Dotations aux amortissements et aux provisions - Charges de fonctionnement courant
_	6815 - Dotations aux provisions pour risques et charges de fonctionnement courant	_	681 - Dotations aux amortissements et aux provisions - Charges de fonctionnement courant
_	6816 - Dotations aux provisions pour dépréciation des immobilisations incorporelles et corporelles	_	681 - Dotations aux amortissements et aux provisions - Charges de fonctionnement courant
_	6817 - Dotations aux provisions pour dépréciation des actifs circulants	_	681 - Dotations aux amortissements et aux provisions - Charges de fonctionnement courant
_	686 - Dotations aux amortissements et aux provisions - Charges financières	_	68 - DOTATIONS AUX AMORTISSEMENTS ET PROVISIONS
_	6861 - Dotations aux amortissements des primes de remboursement des obligations	_	686 - Dotations aux amortissements et aux provisions - Charges financières
_	6862 - Dotations aux amortissements des charges financières à répartir	_	686 - Dotations aux amortissements et aux provisions - Charges financières
_	6865 - Dotations aux provisions pour risques et charges financiers	_	686 - Dotations aux amortissements et aux provisions - Charges financières
_	6866 - Dotations aux provisions pour dépréciation des éléments financiers	_	686 - Dotations aux amortissements et aux provisions - Charges financières
_	687 - Dotations aux amortissements et aux provisions - Charges exceptionnelles	_	68 - DOTATIONS AUX AMORTISSEMENTS ET PROVISIONS
_	6871 - Dotations aux amortissements exceptionnels des immobilisations	_	687 - Dotations aux amortissements et aux provisions - Charges exceptionnelles
_	6875 - Dotations aux provisions pour risques et charges exceptionnels	_	687 - Dotations aux amortissements et aux provisions - Charges exceptionnelles
_	6876 - Dotations aux provisions pour dépréciations exceptionnelles	_	687 - Dotations aux amortissements et aux provisions - Charges exceptionnelles
_	7 - COMPTES DE PRODUITS	_	M14_2014
_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES	_	7 - COMPTES DE PRODUITS
_	701 - Ventes de produits finis	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	7011 - Ventes d'eau	_	701 - Ventes de produits finis
_	7012 - Taxes et redevances d'eau	_	701 - Ventes de produits finis
_	70124 - Redevance pour pollution d'origine domestique  	_	7012 - Taxes et redevances d'eau
_	701241 - Redevance pour pollution d'origine domestique 	_	70124 - Redevance pour pollution d'origine domestique  
_	701249 - Reversement de la redevance pour pollution d'origine domestique2 	_	70124 - Redevance pour pollution d'origine domestique  
_	70128 - Autres taxes et redevances d'eau 	_	7012 - Taxes et redevances d'eau
_	7013 - Vente de produits résiduels	_	701 - Ventes de produits finis
_	7015 - Ventes de terrains aménagés	_	701 - Ventes de produits finis
_	7018 - Autres ventes de produits finis	_	701 - Ventes de produits finis
_	702 - Ventes de récoltes et de produits forestiers	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	7021 - Ventes de récoltes	_	702 - Ventes de récoltes et de produits forestiers
_	7022 - Coupes de bois	_	702 - Ventes de récoltes et de produits forestiers
_	7023 - Menus produits forestiers	_	702 - Ventes de récoltes et de produits forestiers
_	7024 - Remboursement forfaitaire T.V.A.	_	702 - Ventes de récoltes et de produits forestiers
_	7025 - Taxes d'affouage	_	702 - Ventes de récoltes et de produits forestiers
_	7028 - Autres produits agricoles et forestiers	_	702 - Ventes de récoltes et de produits forestiers
_	703 - Redevances et recettes d'utilisation du domaine	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	7031 - Concessions et redevances funéraires	_	703 - Redevances et recettes d'utilisation du domaine
_	70311 - Concession dans les cimetières (produit net)	_	7031 - Concessions et redevances funéraires
_	70312 - Redevances funéraires	_	7031 - Concessions et redevances funéraires
_	7032 - Droits de permis de stationnement et de location sur la voie publique, les rivières, ports et quais fluviaux et autres lieux publics	_	703 - Redevances et recettes d'utilisation du domaine
_	70321 - Droits de stationnement et de location sur la voie publique	_	7032 - Droits de permis de stationnement et de location sur la voie publique, les rivières, ports et quais fluviaux et autres lieux publics
_	70322 - Droits de stationnement et de location sur le domaine public portuaire et fluvial	_	7032 - Droits de permis de stationnement et de location sur la voie publique, les rivières, ports et quais fluviaux et autres lieux publics
_	70323 - Redevance d'occupation du domaine public communal	_	7032 - Droits de permis de stationnement et de location sur la voie publique, les rivières, ports et quais fluviaux et autres lieux publics
_	70328 - Autres droits de stationnement et de location	_	7032 - Droits de permis de stationnement et de location sur la voie publique, les rivières, ports et quais fluviaux et autres lieux publics
_	7033 - Redevances pour appareils distributeurs d'essence	_	703 - Redevances et recettes d'utilisation du domaine
_	7034 - Péage, droits de pesage, mesurage, jaugeage	_	703 - Redevances et recettes d'utilisation du domaine
_	7035 - Locations de droits de chasse et de pêche	_	703 - Redevances et recettes d'utilisation du domaine
_	7036 - Taxes de pâturage et de tourbage	_	703 - Redevances et recettes d'utilisation du domaine
_	7037 - Contribution pour dégradation des voies et chemins	_	703 - Redevances et recettes d'utilisation du domaine
_	7038 - Autres redevances et recettes d'utilisation du domaine	_	703 - Redevances et recettes d'utilisation du domaine
_	70381 - Taxe de pavage et de trottoirs	_	7038 - Autres redevances et recettes d'utilisation du domaine
_	70382 - Redevances de ski de fond	_	7038 - Autres redevances et recettes d'utilisation du domaine
_	70388 - Autres redevances et recettes diverses	_	7038 - Autres redevances et recettes d'utilisation du domaine
_	70389 - Reversements sur redevance de ski de fond	_	7038 - Autres redevances et recettes d'utilisation du domaine
_	704 - Travaux	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	705 - Études	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	706 - Prestations de services	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	7061 - Redevances d'enlèvement des ordures et des déchets	_	706 - Prestations de services
_	70611 - Redevance d'enlèvement des ordures ménagères	_	7061 - Redevances d'enlèvement des ordures et des déchets
_	70612 - Redevance spéciale d'enlèvement des ordures 	_	7061 - Redevances d'enlèvement des ordures et des déchets
_	70613 - Abonnement ou redevance pour enlèvement des déchets industriels et commerciaux	_	7061 - Redevances d'enlèvement des ordures et des déchets
_	70619 - Reversements sur redevances d'enlèvement des ordures et des déchets	_	7061 - Redevances d'enlèvement des ordures et des déchets
_	7062 - Redevances et droits des services à caractère culturel	_	706 - Prestations de services
_	7063 - Redevances et droits des services à caractère sportif et de loisirs	_	706 - Prestations de services
_	70631 - A caractère sportif	_	7063 - Redevances et droits des services à caractère sportif et de loisirs
_	70632 - A caractère de loisirs	_	7063 - Redevances et droits des services à caractère sportif et de loisirs
_	7064 - Taxes de désinfection (services d'hygiène)	_	706 - Prestations de services
_	7065 - Droits de ports et de navigation (autres que stationnement et location)	_	706 - Prestations de services
_	7066 - Redevances et droits des services à caractère social	_	706 - Prestations de services
_	7067 - Redevances et droits des services périscolaires et d'enseignement	_	706 - Prestations de services
_	7068 - Autres redevances et droits	_	706 - Prestations de services
_	70681 - Redevances d'assainissement collectif et pour modernisation des réseaux de collecte 	_	7068 - Autres redevances et droits
_	706811 - Redevance d'assainissement collectif 	_	70681 - Redevances d'assainissement collectif et pour modernisation des réseaux de collecte 
_	706812 - Redevance pour modernisation des réseaux de collecte 	_	70681 - Redevances d'assainissement collectif et pour modernisation des réseaux de collecte 
_	7068121 - Redevance pour  modernisation des réseaux de collecte  	_	706812 - Redevance pour modernisation des réseaux de collecte 
_	7068129 - Reversement de la redevance pour modernisation des réseaux de collecte1 	_	706812 - Redevance pour modernisation des réseaux de collecte 
_	706813 - Participations pour l'assainissement collectif	_	70681 - Redevances d'assainissement collectif et pour modernisation des réseaux de collecte 
_	70682 - Location de compteurs	_	7068 - Autres redevances et droits
_	70683 - Produits des commissions pour recouvrement de la redevance d'assainissement	_	7068 - Autres redevances et droits
_	70684 - Redevances d'archéologie préventive	_	7068 - Autres redevances et droits
_	70688 - Autres prestations de services	_	7068 - Autres redevances et droits
_	707 - Ventes de marchandises	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	7071 - Compteurs	_	707 - Ventes de marchandises
_	7078 - Autres marchandises	_	707 - Ventes de marchandises
_	708 - Autres produits	_	70 - PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES
_	7081 - Produits des services exploités dans l'intérêt du personnel	_	708 - Autres produits
_	7082 - Commissions	_	708 - Autres produits
_	7083 - Locations diverses (autres qu'immeubles)	_	708 - Autres produits
_	7084 - Mise à disposition de personnel facturée	_	708 - Autres produits
_	70841 - aux budgets annexes, régies municipales, C.C.A.S. et caisse des écoles	_	7084 - Mise à disposition de personnel facturée
_	70845 - aux communes membres du GFP 	_	7084 - Mise à disposition de personnel facturée
_	70846 - au GFP de rattachement  	_	7084 - Mise à disposition de personnel facturée
_	70848 - aux autres organismes	_	7084 - Mise à disposition de personnel facturée
_	7087 - Remboursements de frais	_	708 - Autres produits
_	70871 - par la collectivité de rattachement	_	7087 - Remboursements de frais
_	70872 - par les budgets annexes et les régies municipales	_	7087 - Remboursements de frais
_	70873 - par les C.C.A.S.	_	7087 - Remboursements de frais
_	70874 - par les caisses des écoles	_	7087 - Remboursements de frais
_	70875 - par les communes membres du GFP  	_	7087 - Remboursements de frais
_	70876 - par le GFP de rattachement  	_	7087 - Remboursements de frais
_	70878 - par d'autres redevables	_	7087 - Remboursements de frais
_	7088 - Autres produits d'activités annexes (abonnements et vente d'ouvrages...)	_	708 - Autres produits
_	71 - PRODUCTION STOCKEE (OU DESTOCKAGE)	_	7 - COMPTES DE PRODUITS
_	713 - Variation des stocks (en-cours de production, produits)	_	71 - PRODUCTION STOCKEE (OU DESTOCKAGE)
_	7133 - Variation des en-cours de production de biens	_	713 - Variation des stocks (en-cours de production, produits)
_	7134 - Variation des en-cours de production de services	_	713 - Variation des stocks (en-cours de production, produits)
_	7135 - Variation des stocks de produits	_	713 - Variation des stocks (en-cours de production, produits)
_	71351 - Variation des stocks de produits autres que terrains	_	7135 - Variation des stocks de produits
_	71355 - Variation des stocks de terrains aménagés 	_	7135 - Variation des stocks de produits
_	72 - TRAVAUX EN RÉGIE	_	7 - COMPTES DE PRODUITS
_	721 - Immobilisations incorporelles	_	72 - TRAVAUX EN RÉGIE
_	722 - Immobilisations corporelles	_	72 - TRAVAUX EN RÉGIE
_	73 - IMPÔTS ET TAXES	_	7 - COMPTES DE PRODUITS
_	731 - Impôts locaux	_	73 - IMPÔTS ET TAXES
_	7311 - Contributions directes	_	731 - Impôts locaux
_	73111 - Taxes foncières et d'habitation	_	7311 - Contributions directes
_	73112 - Cotisations sur la valeur ajoutée des Entreprises	_	7311 - Contributions directes
_	73113 - Taxe sur les surfaces commerciales	_	7311 - Contributions directes
_	73114 - Impositions forfaitaires sur les entreprises de réseau	_	7311 - Contributions directes
_	7318 - Autres impôts locaux ou assimilés	_	731 - Impôts locaux
_	732 - Fiscalité reversée	_	73 - IMPÔTS ET TAXES
_	7321 - Attribution de compensation	_	732 - Fiscalité reversée
_	7322 - Dotation de solidarité communautaire	_	732 - Fiscalité reversée
_	7323 - F.N.G.I.R.	_	732 - Fiscalité reversée
_	7324 - Fonds de solidarité des communes de la région Ile-de-France	_	732 - Fiscalité reversée
_	7325 - Fonds de péréquation des ressources communales et intercommunales	_	732 - Fiscalité reversée
_	7328 - Autres reversements de fiscalité	_	732 - Fiscalité reversée
_	733 - Taxes pour utilisation des services publics et du domaine	_	73 - IMPÔTS ET TAXES
_	7331 - Taxe d'enlèvement des ordures ménagères	_	733 - Taxes pour utilisation des services publics et du domaine
_	7332 - Taxe de balayage	_	733 - Taxes pour utilisation des services publics et du domaine
_	7333 - Taxes funéraires	_	733 - Taxes pour utilisation des services publics et du domaine
_	7334 - Taxe sur les passagers	_	733 - Taxes pour utilisation des services publics et du domaine
_	7336 - Droits de place	_	733 - Taxes pour utilisation des services publics et du domaine
_	7337 - Droits de stationnement	_	733 - Taxes pour utilisation des services publics et du domaine
_	7338 - Autres taxes	_	733 - Taxes pour utilisation des services publics et du domaine
_	734 - Taxes et participations liées à l'urbanisation et à l'environnement	_	73 - IMPÔTS ET TAXES
_	7341 - Taxe nationale sur les véhicules de transport de marchandises	_	734 - Taxes et participations liées à l'urbanisation et à l'environnement
_	7342 - Versement de transport	_	734 - Taxes et participations liées à l'urbanisation et à l'environnement
_	7343 - Taxe sur les pylônes électriques	_	734 - Taxes et participations liées à l'urbanisation et à l'environnement
_	7344 - Taxe sur les déchets stockés	_	734 - Taxes et participations liées à l'urbanisation et à l'environnement
_	7345 - Taxe sur les eaux pluviales	_	734 - Taxes et participations liées à l'urbanisation et à l'environnement
_	7346 - Taxe pour la gestion des milieux aquatiques et la prévention des inondations	_	734 - Taxes et participations liées à l'urbanisation et à l'environnement
_	735 - Impôts et taxes spécifiques liés à la production énergétique et industrielle	_	73 - IMPÔTS ET TAXES
_	7351 - Taxe sur l'électricité	_	735 - Impôts et taxes spécifiques liés à la production énergétique et industrielle
_	7353 - Redevance des mines	_	735 - Impôts et taxes spécifiques liés à la production énergétique et industrielle
_	7354 - Surtaxe sur les eaux minérales	_	735 - Impôts et taxes spécifiques liés à la production énergétique et industrielle
_	7355 - Taxe sur l'énergie hydraulique	_	735 - Impôts et taxes spécifiques liés à la production énergétique et industrielle
_	736 - Impôts et taxes spécifiques liés aux activités de services	_	73 - IMPÔTS ET TAXES
_	7362 - Taxes de séjour	_	736 - Impôts et taxes spécifiques liés aux activités de services
_	7363 - Impôt sur les spectacles	_	736 - Impôts et taxes spécifiques liés aux activités de services
_	7364 - Prélèvement sur les produits des jeux 	_	736 - Impôts et taxes spécifiques liés aux activités de services
_	7366 - Taxe sur les remontées mécaniques	_	736 - Impôts et taxes spécifiques liés aux activités de services
_	7368 - Taxe locale sur la publicité extérieure	_	736 - Impôts et taxes spécifiques liés aux activités de services
_	737 - Impôts et taxes d'Outre-Mer	_	73 - IMPÔTS ET TAXES
_	7371 - Taxe sur les rhums	_	737 - Impôts et taxes d'Outre-Mer
_	7372 - Taxes sur les carburants	_	737 - Impôts et taxes d'Outre-Mer
_	7373 - Octroi de mer	_	737 - Impôts et taxes d'Outre-Mer
_	7378 - Autres impôts et taxes d'Outre-Mer 	_	737 - Impôts et taxes d'Outre-Mer
_	738 - Autres taxes	_	73 - IMPÔTS ET TAXES
_	7381 - Taxe additionnelle aux droits de mutation ou à la taxe de publicité foncière	_	738 - Autres taxes
_	7388 - Autres taxes diverses	_	738 - Autres taxes
_	739 - Reversements et restitutions sur impôts et taxes	_	73 - IMPÔTS ET TAXES
_	7391 - Reversements et restitutions sur impôts  locaux 	_	739 - Reversements et restitutions sur impôts et taxes
_	73911 -  Reversements et restitutions sur contributions directes	_	7391 - Reversements et restitutions sur impôts  locaux 
_	739113 - Reversements conventionnels de fiscalité 	_	73911 -  Reversements et restitutions sur contributions directes
_	739115 - Prélèvement au titre de l'article 55 de la loi SRU 	_	73911 -  Reversements et restitutions sur contributions directes
_	739117 - Restitutions au titre des dégrèvements à la charge des collectivités locales 	_	73911 -  Reversements et restitutions sur contributions directes
_	7391171 - Dégrèvement de taxe foncière sur les propriétés non bâties en faveur des jeunes agriculteurs 	_	739117 - Restitutions au titre des dégrèvements à la charge des collectivités locales 
_	7391172 - Dégrèvement de taxe d'habitation sur les logements vacants	_	739117 - Restitutions au titre des dégrèvements à la charge des collectivités locales 
_	7391173 - Dégrèvement au titre du plafonnement de la TP et de la CET sur la valeur ajoutée 	_	739117 - Restitutions au titre des dégrèvements à la charge des collectivités locales 
_	7391178 - Autres restitutions au titre de dégrèvements sur contributions directes	_	739117 - Restitutions au titre des dégrèvements à la charge des collectivités locales 
_	739118 - Autres reversements de fiscalité 	_	73911 -  Reversements et restitutions sur contributions directes
_	73918 -  Autres reversements sur autres impôts locaux ou assimilés	_	7391 - Reversements et restitutions sur impôts  locaux 
_	7392 - Prélèvements pour reversements de fiscalité	_	739 - Reversements et restitutions sur impôts et taxes
_	73921 - Attributions de compensation	_	7392 - Prélèvements pour reversements de fiscalité
_	73922 - Dotation de solidarité communautaire	_	7392 - Prélèvements pour reversements de fiscalité
_	73923 - Reversement sur FNGIR	_	7392 - Prélèvements pour reversements de fiscalité
_	73924 - Fonds de solidarité des communes de la région Ile-de-France	_	7392 - Prélèvements pour reversements de fiscalité
_	73925 - Fonds de péréquation des ressources communales et intercommunales	_	7392 - Prélèvements pour reversements de fiscalité
_	73928 - Autres	_	7392 - Prélèvements pour reversements de fiscalité
_	7394 - Reversements de taxes et participations liées à l'urbanisation et à l'environnement 	_	739 - Reversements et restitutions sur impôts et taxes
_	73942 - Reversement sur taxe de versement de transport 	_	7394 - Reversements de taxes et participations liées à l'urbanisation et à l'environnement 
_	73945 - Reversement sur taxes sur les eaux pluviales 	_	7394 - Reversements de taxes et participations liées à l'urbanisation et à l'environnement 
_	7396 - Reversement sur impôts sur les spectacles (CCAS) 	_	739 - Reversements et restitutions sur impôts et taxes
_	7398 - Reversements, restitutions et prélèvements divers	_	739 - Reversements et restitutions sur impôts et taxes
_	74 - DOTATIONS ET PARTICIPATIONS	_	7 - COMPTES DE PRODUITS
_	741 - D.G.F.	_	74 - DOTATIONS ET PARTICIPATIONS
_	7411 - Dotation forfaitaire	_	741 - D.G.F.
_	7412 - Dotation d'aménagement	_	741 - D.G.F.
_	74121 - Dotation de solidarité rurale 	_	7412 - Dotation d'aménagement
_	74123 - Dotation de solidarité urbaine	_	7412 - Dotation d'aménagement
_	74124 - Dotation d'intercommunalité	_	7412 - Dotation d'aménagement
_	74126 - Dotation de compensation des groupements de communes	_	7412 - Dotation d'aménagement
_	74127 - Dotation nationale de péréquation	_	7412 - Dotation d'aménagement
_	7413 - D.G.F. des permanents syndicaux	_	741 - D.G.F.
_	7419 - Reversement sur D.G.F.	_	741 - D.G.F.
_	742 - Dotations aux élus locaux	_	74 - DOTATIONS ET PARTICIPATIONS
_	744 - Dotations : régularisation de l'exercice écoulé	_	74 - DOTATIONS ET PARTICIPATIONS
_	745 - Dotation spéciale au titre des instituteurs	_	74 - DOTATIONS ET PARTICIPATIONS
_	746 - Dotation générale de décentralisation	_	74 - DOTATIONS ET PARTICIPATIONS
_	747 - Participations	_	74 - DOTATIONS ET PARTICIPATIONS
_	7471 - État	_	747 - Participations
_	74711 - Emplois-jeunes	_	7471 - État
_	74712 - Emplois d'avenir	_	7471 - État
_	74718 - Autres 	_	7471 - État
_	7472 - Régions	_	747 - Participations
_	7473 - Départements	_	747 - Participations
_	7474 - Communes	_	747 - Participations
_	74741 - Communes membres du GFP 	_	7474 - Communes
_	74748 - Autres communes  	_	7474 - Communes
_	7475 - Groupements de collectivités	_	747 - Participations
_	74751 - GFP de rattachement  	_	7475 - Groupements de collectivités
_	74758 - Autres groupements  	_	7475 - Groupements de collectivités
_	7476 - C.C.A.S. et caisses des écoles	_	747 - Participations
_	7477 - Budget communautaire et fonds structurels	_	747 - Participations
_	7478 - Autres organismes	_	747 - Participations
_	748 - Autres attributions et participations	_	74 - DOTATIONS ET PARTICIPATIONS
_	7481 - Attributions sur le versement représentatif d'impôt sur les spectacles	_	748 - Autres attributions et participations
_	7482 - Compensation pour perte de taxe additionnelle aux droits de mutation ou à la taxe de publicité foncière	_	748 - Autres attributions et participations
_	7483 - Attributions de péréquation et de compensation	_	748 - Autres attributions et participations
_	74831 - Dotations et compensations relatives à la taxe professionnelle et à la CET	_	7483 - Attributions de péréquation et de compensation
_	748311 - Compensation des pertes de bases d'imposition à la CET	_	74831 - Dotations et compensations relatives à la taxe professionnelle et à la CET
_	748313 - Dotation de compensation de la réforme de la taxe professionnelle	_	74831 - Dotations et compensations relatives à la taxe professionnelle et à la CET
_	748314 - Dotation unique des compensations spécifiques à la taxe professionnelle	_	74831 - Dotations et compensations relatives à la taxe professionnelle et à la CET
_	74832 - Attribution du fonds départemental de la taxe professionnelle	_	7483 - Attributions de péréquation et de compensation
_	74833 - État - Compensation au titre de la Contribution Economique Territoriale (CVAE et CFE)	_	7483 - Attributions de péréquation et de compensation
_	74834 - État - Compensation au titre des exonérations des taxes foncières	_	7483 - Attributions de péréquation et de compensation
_	74835 - État - Compensation au titre des exonérations de taxe d'habitation	_	7483 - Attributions de péréquation et de compensation
_	74836 - Dotations de compensation relatives à la taxe professionnelle - Syndicales	_	7483 - Attributions de péréquation et de compensation
_	74837 - Dotations de développement 	_	7483 - Attributions de péréquation et de compensation
_	748371 - Dotation d'équipement des territoires ruraux	_	74837 - Dotations de développement 
_	748372 - Dotation de développement urbain 	_	74837 - Dotations de développement 
_	74838 - Autres attributions de péréquation et de compensation  	_	7483 - Attributions de péréquation et de compensation
_	7484 - Dotation de recensement	_	748 - Autres attributions et participations
_	7485 - Dotation pour les titres sécurisés 	_	748 - Autres attributions et participations
_	7487 - Dotations des arrondissements ou des communes associées	_	748 - Autres attributions et participations
_	74871 - Dotation d'animation locale	_	7487 - Dotations des arrondissements ou des communes associées
_	748711 - Dotation d'animation locale reçue	_	74871 - Dotation d'animation locale
_	748719 - Dotation d'animation locale versée	_	74871 - Dotation d'animation locale
_	74872 - Dotation de gestion locale	_	7487 - Dotations des arrondissements ou des communes associées
_	748721 - Dotation de gestion locale reçue	_	74872 - Dotation de gestion locale
_	748729 - Dotation de gestion locale versée	_	74872 - Dotation de gestion locale
_	7488 - Autres attributions et participations	_	748 - Autres attributions et participations
_	7489 - Reversement et restitution sur autres attributions et participations  	_	748 - Autres attributions et participations
_	75 - AUTRES PRODUITS DE GESTION COURANTE	_	7 - COMPTES DE PRODUITS
_	751 - Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires	_	75 - AUTRES PRODUITS DE GESTION COURANTE
_	752 - Revenus des immeubles	_	75 - AUTRES PRODUITS DE GESTION COURANTE
_	754 - Redevance pour défaut de branchement à l'égout	_	75 - AUTRES PRODUITS DE GESTION COURANTE
_	755 - Excédent ou déficit des budgets annexes à caractère administratif	_	75 - AUTRES PRODUITS DE GESTION COURANTE
_	7551 - Excédent des budgets annexes à caractère administratif	_	755 - Excédent ou déficit des budgets annexes à caractère administratif
_	7552 - Prise en charge du déficit du budget annexe à caractère administratif par le budget principal	_	755 - Excédent ou déficit des budgets annexes à caractère administratif
_	756 - Excédents reversés par les régies à caractère industriel et commercial	_	75 - AUTRES PRODUITS DE GESTION COURANTE
_	7561 - Régies dotées de la seule autonomie financière	_	756 - Excédents reversés par les régies à caractère industriel et commercial
_	7562 - Régies dotées de la personnalité morale	_	756 - Excédents reversés par les régies à caractère industriel et commercial
_	757 - Redevances versées par les fermiers et concessionnaires	_	75 - AUTRES PRODUITS DE GESTION COURANTE
_	758 - Produits divers de gestion courante	_	75 - AUTRES PRODUITS DE GESTION COURANTE
_	76 - PRODUITS FINANCIERS	_	7 - COMPTES DE PRODUITS
_	761 - Produits de participations	_	76 - PRODUITS FINANCIERS
_	762 - Produits des autres immobilisations financières	_	76 - PRODUITS FINANCIERS
_	7621 - Produits des autres immobilisations financières - encaissés à l'échéance	_	762 - Produits des autres immobilisations financières
_	7622 - Produits des autres immobilisations financières - rattachement des ICNE	_	762 - Produits des autres immobilisations financières
_	7623 - Remboursements d'intérêts d'emprunts transférés  	_	762 - Produits des autres immobilisations financières
_	76231 - par les communes membres du GFP 	_	7623 - Remboursements d'intérêts d'emprunts transférés  
_	76232 - par le GFP de rattachement	_	7623 - Remboursements d'intérêts d'emprunts transférés  
_	76233 - par leurs BA et régies à seule autonomie financière  	_	7623 - Remboursements d'intérêts d'emprunts transférés  
_	76238 - par d'autres tiers 	_	7623 - Remboursements d'intérêts d'emprunts transférés  
_	764 - Revenus des valeurs mobilières de placement	_	76 - PRODUITS FINANCIERS
_	765 - Escomptes obtenus	_	76 - PRODUITS FINANCIERS
_	766 - Gains de change	_	76 - PRODUITS FINANCIERS
_	767 - Produits nets sur cessions de valeurs mobilières de placement	_	76 - PRODUITS FINANCIERS
_	768 - Autres produits financiers	_	76 - PRODUITS FINANCIERS
_	7681 - Fonds de soutien - Sortie des emprunts à risque	_	768 - Autres produits financiers
_	7688 - Autres	_	768 - Autres produits financiers
_	77 - PRODUITS EXCEPTIONNELS	_	7 - COMPTES DE PRODUITS
_	771 - Produits exceptionnels sur opérations de gestion	_	77 - PRODUITS EXCEPTIONNELS
_	7711 - Dédits et pénalités perçus	_	771 - Produits exceptionnels sur opérations de gestion
_	7713 - Libéralités reçues	_	771 - Produits exceptionnels sur opérations de gestion
_	7714 - Recouvrement sur créances admises en non valeur	_	771 - Produits exceptionnels sur opérations de gestion
_	7718 - Autres produits exceptionnels sur opérations de gestion	_	771 - Produits exceptionnels sur opérations de gestion
_	773 - Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriennale	_	77 - PRODUITS EXCEPTIONNELS
_	774 - Subventions exceptionnelles 	_	77 - PRODUITS EXCEPTIONNELS
_	775 - Produits des cessions d'immobilisations	_	77 - PRODUITS EXCEPTIONNELS
_	776 - Différences sur réalisations (négatives) reprises au compte de résultat	_	77 - PRODUITS EXCEPTIONNELS
_	777 - Quote-part des subventions d'investissement transférée au compte de résultat	_	77 - PRODUITS EXCEPTIONNELS
_	778 - Autres produits exceptionnels	_	77 - PRODUITS EXCEPTIONNELS
_	7785 - Excédent d'investissement transféré au compte de résultat	_	778 - Autres produits exceptionnels
